,text,author,replying_to
7315,"@_Slyther_Claw_ I will never hate the show, bottom line.",flameohotwoman,Leave_Matoaka
7316,"@_Slyther_Claw_ Ehhh. The korrasami people will be korrasami. Just like zutara was zutara, unfortunately.",flameohotwoman,Leave_Matoaka
7317,"@_Slyther_Claw_ I just don't think it was as Korrasami as everyone is making it. Korra was happy, conflict over for everyone. Bataboom.",flameohotwoman,Leave_Matoaka
7318,"@_Slyther_Claw_ I'm sorry Cheyenne :( As I said beforehand, tell me if there's anything I can do to help you x",_kassilon,Leave_Matoaka
7319,"@_Slyther_Claw_ Ok, but if you want to just tell me what you're feeling if you think it'll help, I'll listen",_kassilon,Leave_Matoaka
7320,"@_Slyther_Claw_ I'm really sorry about that, do you want to talk to me about it or would you prefer to be left alone?",_kassilon,Leave_Matoaka
7321,"@_Slyther_Claw_ Are you ok, Cheyenne? I would've responded to you sooner but didn't see your tweets until now xxx",_kassilon,Leave_Matoaka
7322,"@_Slyther_Claw_ kind of, i feel like i might go to sleep again in an hour or so though, i don't want it to be like the book 2 finale because",_kassilon,Leave_Matoaka
7323,@_Slyther_Claw_ just had like a 50 minute nap lol,_kassilon,Leave_Matoaka
7324,@_Slyther_Claw_ I think I'm gonna have a little sleep now and set an alarm for like 2am or something,_kassilon,Leave_Matoaka
7325,@_Slyther_Claw_ I suppose I'll just have to have more then :/,_kassilon,Leave_Matoaka
7326,@_Slyther_Claw_ already had a coffee a couple of hours ago and had like a 30 minute nap straight after :/,_kassilon,Leave_Matoaka
7327,@_Slyther_Claw_ dvd quality,lyndonbjay,Leave_Matoaka
7328,@_Slyther_Claw_ @seychellegab YES! HAHA,derrecknoteric,Leave_Matoaka
7329,@_Slyther_Claw_ eh people don't have the time to click on gifs that's why people hardly post those gifs people steal from tumblr,Batroman,Leave_Matoaka
7330,@_Slyther_Claw_ this*,Batroman,Leave_Matoaka
7331,@_Slyther_Claw_ you do know that I can't see gifs on twitter app so you're just spamming mentions for no reason,Batroman,Leave_Matoaka
7332,@_Slyther_Claw_ @a_ajames doesn't matter.,SifuMustache,Leave_Matoaka
7333,@_Slyther_Claw_ @a_ajames ah...my tumblr presence is lame.  explains that.,SifuMustache,Leave_Matoaka
7334,@_Slyther_Claw_ @SifuMustache Ohh!!!! i got it! who started that treat! is that official trend?,a_ajames,Leave_Matoaka
7335,"@_Slyther_Claw_ @SifuMustache that trend is not so popular, i think!",a_ajames,Leave_Matoaka
7336,@_Slyther_Claw_ @a_ajames I'm not drinking tea at midnight. HA!,SifuMustache,Leave_Matoaka
7337,@_Slyther_Claw_ I can't stand SD. I have an HD season pass so I watch it there when I get the time. Most likely Friday night,lyndonbjay,Leave_Matoaka
7338,@_Slyther_Claw_ not my fault you don't like all you can eat places,Batroman,Leave_Matoaka
7339,"@_Slyther_Claw_ later I cant do my preparations, its a special day, Im entering the void",__WithNoName,Leave_Matoaka
7340,@_Slyther_Claw_ no *evil laugh*,__WithNoName,Leave_Matoaka
7341,@_Slyther_Claw_ @RAC @werrichmond ha ha these guys are headed to lunch now,2thedorkside,Leave_Matoaka
7342,"@_Slyther_Claw_ If you haven't watched it, I recommend",flameohotwoman,Leave_Matoaka
7343,@_Slyther_Claw_ FMA is really good,flameohotwoman,Leave_Matoaka
7344,@_Slyther_Claw_ nah.. thats just a quote from varrick..i am definitely not implying that !!! except wrong hairstyle in wrong situation..,a_ajames,Leave_Matoaka
7345,"@_Slyther_Claw_ lol, why ? why not?",a_ajames,Leave_Matoaka
7346,"@_Slyther_Claw_  Never let the truth get in the way of a good story, kid!",a_ajames,Leave_Matoaka
7347,"@_Slyther_Claw_ uh, you mean tonight, the episode premieres at midnight",__WithNoName,Leave_Matoaka
7348,@_Slyther_Claw_ I suppose it is :/ I only asked for them for my birthday or christmas though,_kassilon,Leave_Matoaka
7349,"@_Slyther_Claw_ all of them, I kind of have a bit of a sims addiction lol",_kassilon,Leave_Matoaka
7350,"@_Slyther_Claw_ yep :) sims 3, i made an entire world for avatar and lok lol",_kassilon,Leave_Matoaka
7351,"@_Slyther_Claw_ I watched all the saga 8 years ago, then now he still being annoying",__WithNoName,Leave_Matoaka
7352,"@_Slyther_Claw_ @DarthVaderMsgs I found him annoying,but everyone see the things different",__WithNoName,Leave_Matoaka
7353,"@_Slyther_Claw_ stay strong, girly. Love you.",xomeetvirginia,Leave_Matoaka
7354,@_Slyther_Claw_ hmm try this http://t.co/Zun00ikNut,_kassilon,Leave_Matoaka
7355,@_Slyther_Claw_ @hadesperennial My activity line looks like this: _________________,SifuMustache,Leave_Matoaka
7356,@_Slyther_Claw_ @SifuMustache um I never even meant for it to get popular at all. And just having my fav actress reblog it from me is enough,hadesperennial,Leave_Matoaka
7357,@_Slyther_Claw_ @hadesperennial I sucks at teh tumblr.,SifuMustache,Leave_Matoaka
7358,@_Slyther_Claw_ @hadesperennial How is that even possible. I thought I was rolling with 53,SifuMustache,Leave_Matoaka
7359,@_Slyther_Claw_ yes this is more accurate.,hadesperennial,Leave_Matoaka
7360,@_Slyther_Claw_ ummmmm thanks but I don't understand how that gif is relevant to notes on tumblr. .....,hadesperennial,Leave_Matoaka
7361,@_slyther_claw_ @judgmentalvocal A Compilation of the Most Annoying Movie House Pet Peeves http://t.co/yXcj0l8ddm,paulrussellph,Leave_Matoaka
7362,@_Slyther_Claw_ YAY! Then it was all worth it.,flameohotwoman,Leave_Matoaka
7363,"@_Slyther_Claw_ not going to lie, I did not. It's the thought that counts, right?",flameohotwoman,Leave_Matoaka
7364,@_Slyther_Claw_ very yay,flameohotwoman,Leave_Matoaka
7365,"@_Slyther_Claw_ ok, calm down, I was doing HW, I can search now",__WithNoName,Leave_Matoaka
7366,"@_Slyther_Claw_ there are 7 chapters,you should look again",__WithNoName,Leave_Matoaka
7367,"@_Slyther_Claw_ maybe is where I read spoof of titan, let me check",__WithNoName,Leave_Matoaka
7368,"@_Slyther_Claw_ I read it in spanish, sorry",__WithNoName,Leave_Matoaka
7369,"@_Slyther_Claw_ yeah, it finished something like 6 months ago lol",__WithNoName,Leave_Matoaka
7370,"@_Slyther_Claw_ its in spanish, somewhere it have to be in English",__WithNoName,Leave_Matoaka
7371,@_Slyther_Claw_ Raw of the ova,__WithNoName,Leave_Matoaka
7372,"@_Slyther_Claw_ As I have understood, it must be up maybe in tuesday or wednesday, it all depends of your anime source",__WithNoName,Leave_Matoaka
7373,@_Slyther_Claw_ I did the thing,__WithNoName,Leave_Matoaka
7374,"@_Slyther_Claw_ thats a fragment of a video of a lot of pairings dancing salsa, the title was in japanese and I cant remember it :/",__WithNoName,Leave_Matoaka
7375,@_Slyther_Claw_ there is a video in You Tube with a lot of pairing but I dont remember the name,__WithNoName,Leave_Matoaka
7376,@_Slyther_Claw_ You Tube,__WithNoName,Leave_Matoaka
7377,@_Slyther_Claw_ It sound like a prank I watched once in YT,__WithNoName,Leave_Matoaka
7378,"@_Slyther_Claw_ OMG, that sure was funny",__WithNoName,Leave_Matoaka
7379,"@_Slyther_Claw_ dont worry, I'll just imagine an asian middle age man acting like a kid in halloween, I have an active imagination",__WithNoName,Leave_Matoaka
7380,"@_Slyther_Claw_ I tought that people was so serious and stuff, I would have died if I watched him like that",__WithNoName,Leave_Matoaka
7381,@_Slyther_Claw_ that would be awesome,__WithNoName,Leave_Matoaka
7382,"@_Slyther_Claw_ now, Im just waiting to my friend to sub it, she also translates the manga, such a sweetheart",__WithNoName,Leave_Matoaka
7383,"@_Slyther_Claw_ Nevermind I'll search it, almost all the screenshots are from it :/",__WithNoName,Leave_Matoaka
7384,"@_Slyther_Claw_ there is a trailer, search in YT for A choice with no regrest zempen",__WithNoName,Leave_Matoaka
7385,"@_Slyther_Claw_ yes, I have screenshots from my friend in Japan, wanna see?",__WithNoName,Leave_Matoaka
7386,@_Slyther_Claw_  @SophieForSure @Tyonry I don't see it. But that's probably because she doesn't have that hairstyle anymore.,hadesperennial,Leave_Matoaka
7387,"@_Slyther_Claw_ I mean, this is my own personal opinion, so ignore it if you wish, but if I didn't know you,  I would be left unsatisfied.",hadesperennial,Leave_Matoaka
7388,"@_Slyther_Claw_ I feel like it's not long enough honestly, like yeah there's a lot of likes, but there's no dislikes, favs, random info, etc",hadesperennial,Leave_Matoaka
7389,@_Slyther_Claw_ oh no,JudgmentalVocal,Leave_Matoaka
7390,@_Slyther_Claw_ where's the wood on wood,JudgmentalVocal,Leave_Matoaka
7391,@_Slyther_Claw_ I just hope things turn out well for you x,_kassilon,Leave_Matoaka
7392,@_Slyther_Claw_ I hope your recovery goes well xx,_kassilon,Leave_Matoaka
7393,"@_Slyther_Claw_ @Tyonry @Batroman @lionturtle @selfharming143 I would like to but Im kinda busy for a while, sorry :/",__WithNoName,Leave_Matoaka
7394,"@_Slyther_Claw_ fine, :)",a_ajames,Leave_Matoaka
7395,@_Slyther_Claw_ okay sure i can do it.,a_ajames,Leave_Matoaka
7396,"@_Slyther_Claw_ oh, lets see.. but its a risky one,.. yeah. well im not sure about it.. :(",a_ajames,Leave_Matoaka
7397,@_Slyther_Claw_ @Solo_e_depresso i dont get it? give it back to you? cant u just add me as a moderator or something...,a_ajames,Leave_Matoaka
7398,"@_Slyther_Claw_ Ok, I would if nobody else offered but it just wouldn't feel right (and I don't know all your fandoms etc)",_kassilon,Leave_Matoaka
7399,@_Slyther_Claw_ @Solo_e_depresso with pleasure :),a_ajames,Leave_Matoaka
7400,"@_Slyther_Claw_ It's fine, it's my own fault for not switching my phone off properly lol",_kassilon,Leave_Matoaka
7401,"@_Slyther_Claw_ oh, ok, well your recovery is more important than anything else. I might but I think Sophie or Alexa might be better suited",_kassilon,Leave_Matoaka
7402,"@_Slyther_Claw_ I hope everything goes well and you get better soon, gorgeous &lt;3",lovelyart143,Leave_Matoaka
7403,@_Slyther_Claw_ sorry my phone just woke me up... are you ever going to come back? xxx,_kassilon,Leave_Matoaka
7404,@Tyonry @Batroman @lionturtle @MejiaNoemika @selfharming143 a while?,Leave_Matoaka,Leave_Matoaka
7405,@Tyonry @Batroman @lionturtle @MejiaNoemika @selfharming143 i tagged y'all cause i trust y'all with my precious blog...anyone want it for+,Leave_Matoaka,Leave_Matoaka
7406,@_Slyther_Claw_ yeah. But now it doesn't.,hadesperennial,Leave_Matoaka
7407,@_Slyther_Claw_ it doesn't matter to me if you watch it or not.,hadesperennial,Leave_Matoaka
7408,"@_Slyther_Claw_ oh, all right! :)",_kassilon,Leave_Matoaka
7409,"@_Slyther_Claw_ oh, are you trying to change your theme or something? :P",_kassilon,Leave_Matoaka
7410,"@_Slyther_Claw_ I can see a yumikuri gif as your icon thingy, is that new? :)",_kassilon,Leave_Matoaka
7411,"@_Slyther_Claw_ :/ 
I'll DM you.",lovelyart143,Leave_Matoaka
7412,"@_Slyther_Claw_ Beautiful, I have nothing positive to say about myself. 
I'm simply the worst thing on earth.",lovelyart143,Leave_Matoaka
7413,"@_Slyther_Claw_ First of all, you're perfect so shush! Second of all, I'm not being negative, I'm just saying the truth.",lovelyart143,Leave_Matoaka
7414,@_Slyther_Claw_ all I did was type a sentence.  That's not me being mad.,hadesperennial,Leave_Matoaka
7415,@_Slyther_Claw_ I know. I'm not mad or anything.,hadesperennial,Leave_Matoaka
7416,@_Slyther_Claw_ fine ¬¬,__WithNoName,Leave_Matoaka
7417,"@_Slyther_Claw_ me too! Lol, but I dont get used to someone calling me kid",__WithNoName,Leave_Matoaka
7418,@_Slyther_Claw_ we are probably in the same rank of age ¬¬,__WithNoName,Leave_Matoaka
7419,@_Slyther_Claw_ I dont know how to feel,__WithNoName,Leave_Matoaka
7420,@_Slyther_Claw_ oh man ._.,__WithNoName,Leave_Matoaka
7421,@_Slyther_Claw_ why do you say that?,__WithNoName,Leave_Matoaka
7422,@_Slyther_Claw_ i know &gt;:\,__WithNoName,Leave_Matoaka
7423,"@_Slyther_Claw_ I wasnt awkward until my mom bring me a slice of chocolate cake, but I cant stop laughing at this image, Im a mess",__WithNoName,Leave_Matoaka
7424,"@_Slyther_Claw_ °~° you know I was thinking in eat a chocolate cake, now, well, it dont looks delicious anymore",__WithNoName,Leave_Matoaka
7425,@hadesperennial im just sayin gi never experienced you kicking as a matter of fact it was the other way around is my point intheoriginalpost,Leave_Matoaka,Leave_Matoaka
7426,@hadesperennial maybe it wasnt in the best taste but im trying to be friendly,Leave_Matoaka,Leave_Matoaka
7427,@hadesperennial maybe it wasnt in the best taste but im trying to be friendly,Leave_Matoaka,Leave_Matoaka
7428,@_Slyther_Claw_ that was your own choice.,hadesperennial,Leave_Matoaka
7429,@_Slyther_Claw_ SORRY i just have 3 exams tomorrow and so i've had to study all night,_kassilon,Leave_Matoaka
7430,"@_Slyther_Claw_ I love my sense of humor, they just dont get the ninja insults",__WithNoName,Leave_Matoaka
7431,@_Slyther_Claw_ Sounds delicious!,_kassilon,Leave_Matoaka
7432,"@_Slyther_Claw_ sorry, I'm kind of doing some last-minute studying at the moment :/ and now I need to go to bed!",_kassilon,Leave_Matoaka
7433,@_Slyther_Claw_ what's it made of? ^_^,_kassilon,Leave_Matoaka
7434,@_Slyther_Claw_ what's it made of? ^_^,_kassilon,Leave_Matoaka
7435,"@_Slyther_Claw_ I mean, I grow up, matured and left behind my irrational fear of a faceless thing, but it doesnt looks like that",__WithNoName,Leave_Matoaka
7436,"@_Slyther_Claw_ maybe, but it doesnt have to be all the opposite?",__WithNoName,Leave_Matoaka
7437,"@_Slyther_Claw_ but I swear when I played it 3 years ago it didnt scare me, I dont know wtf happened",__WithNoName,Leave_Matoaka
7438,"@_Slyther_Claw_ I trew my phone with headphones to the wall, thank god it had the case",__WithNoName,Leave_Matoaka
7439,@_Slyther_Claw_ no problem,__WithNoName,Leave_Matoaka
7440,"@_Slyther_Claw_ it appears that it comes out in december 9th, maybe you are watching stuff of the promo that came out in september",__WithNoName,Leave_Matoaka
7441,@_Slyther_Claw_ let me see!!!!!!!!!,__WithNoName,Leave_Matoaka
7442,"@_Slyther_Claw_ or maybe are clips of the movie, but thats unlikely",__WithNoName,Leave_Matoaka
7443,@_Slyther_Claw_ those things have a girl with red hair and a dude with white hair?,__WithNoName,Leave_Matoaka
7444,"@_Slyther_Claw_ the Levi one? It comes out this month, with the next volume of the manga ;)",__WithNoName,Leave_Matoaka
7445,@_Slyther_Claw_ you made that pretty clear °-°,__WithNoName,Leave_Matoaka
7446,"@_Slyther_Claw_ wow, and I tought I was the crazy fangirl and shipper :)",__WithNoName,Leave_Matoaka
7447,"@_Slyther_Claw_ But you love Mai, right, and so much about her family is going to be revealed!! :)",_kassilon,Leave_Matoaka
7448,"@_Slyther_Claw_ also, the plot apparently revolves around Mai's family! http://t.co/d8dEMH2aLb",_kassilon,Leave_Matoaka
7449,"@_Slyther_Claw_ ok,I understood, keep fangirling http://t.co/NPdkOzGR87",__WithNoName,Leave_Matoaka
7450,"@_Slyther_Claw_ true, haha, but still, there'll probably be maiko fighting alongside one another, how cool is that?",_kassilon,Leave_Matoaka
7451,"@_Slyther_Claw_ Hold on, you are fangirling a lot",__WithNoName,Leave_Matoaka
7452,"@_Slyther_Claw_ well, I guess you need to have Aang in it cause it's part of an official trilogy :)",_kassilon,Leave_Matoaka
7453,"@_Slyther_Claw_ they're next to Aang on the front cover, how much more Maiko could you get!",_kassilon,Leave_Matoaka
7454,@_Slyther_Claw_ I'm 125% sure Mai is Izumi's mother now - and she's a main character in this one!! :),_kassilon,Leave_Matoaka
7455,@_Slyther_Claw_ //You don't hate me. God works in mysterious ways.,VarrickLoK,Leave_Matoaka
7456,@_Slyther_Claw_  Alrighty then......,spiritedwoe,Leave_Matoaka
7457,@_Slyther_Claw_ //Then let God do what he must.,VarrickLoK,Leave_Matoaka
7458,"@_Slyther_Claw_ //I'm not other people. I love you and I want you to see what God has planned for you. So please, just do this for me.",VarrickLoK,Leave_Matoaka
7459,@_Slyther_Claw_ game. You are God's child and you are beautiful and loved in his eyes. (3/3),VarrickLoK,Leave_Matoaka
7460,"@_Slyther_Claw_ pray, I promise you God will fix things. Tell the devil to stop controlling you. You are not a puppet in his sick (2/3)",VarrickLoK,Leave_Matoaka
7461,@_Slyther_Claw_ //Who is the stubborn one here? God has a glorious plan for you and I want you to live it. If you would just at least (1/3),VarrickLoK,Leave_Matoaka
7462,@_Slyther_Claw_ the best for you and if he didn't why would I waste my time trying to help you? (2/2),VarrickLoK,Leave_Matoaka
7463,@_Slyther_Claw_ //People focus on what they want instead of what God wants for them. You become oblivious and lose hope. God wants (1/2),VarrickLoK,Leave_Matoaka
7464,@_Slyther_Claw_ //God can do anything and everything. You just have to let him. Let him. God knows what he's doing he doesn't make mistakes.,VarrickLoK,Leave_Matoaka
7465,@_Slyther_Claw_ friend. (3/3),VarrickLoK,Leave_Matoaka
7466,@_Slyther_Claw_ lies haunt your mind. The devil is just a liar and a loser. That's all he is and I will not let him take over my (2/3),VarrickLoK,Leave_Matoaka
7467,@_Slyther_Claw_ //Just take a moment right now and pray. Ask God to help you and allow him into your heart. Stop letting the devil's (1/3),VarrickLoK,Leave_Matoaka
7468,@_Slyther_Claw_ hear me out and give this a try. Do this for your little chickadee. (2/2),VarrickLoK,Leave_Matoaka
7469,@_Slyther_Claw_ //You've known me since I made this account. Why would I lie to you? If you've ever been my friend you would at least (1/2),VarrickLoK,Leave_Matoaka
7470,@_Slyther_Claw_ //There is a devil. Your life has proven that. Let God into your life and I /promise/ you your life will change.,VarrickLoK,Leave_Matoaka
7471,@_Slyther_Claw_ //Stop doing what PEOPLE want you to do and do what GOD wants you to do.,VarrickLoK,Leave_Matoaka
7472,@_Slyther_Claw_ //We all have our stories our own problems. The difference between us is how hard we fight. And we fight together.,VarrickLoK,Leave_Matoaka
7473,@_Slyther_Claw_ //You're cranky you're mad but you don't understand.,VarrickLoK,Leave_Matoaka
7474,"@_Slyther_Claw_  Nvrmd, I just got back from a 7 hour trip from North Adams and I can't think straight.",spiritedwoe,Leave_Matoaka
7475,@_Slyther_Claw_  We're soulmates,spiritedwoe,Leave_Matoaka
7476,"@_Slyther_Claw_ Ok, I accept that, bye xxx",_kassilon,Leave_Matoaka
7477,"@_Slyther_Claw_ I'm sorry xxx I'm just letting you know I'm here, but I'll stop if that's what you need",_kassilon,Leave_Matoaka
